claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__programs__MIT-EECS-PHD__locationLabel,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,locationLabel,Location,,"Cambridge, USA","Cambridge, USA",,record_level_placeholder,verified_2026_03_22,Research and verify location for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__notes,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,notes,Notes,,,,,record_level_placeholder,verified_2026_03_22,Research and verify notes for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__typicalOpenMonth,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,typicalOpenMonth,Opens,,Sep,Sep,,record_level_placeholder,verified_2026_03_22,Research and verify opens for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__programName,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,programName,Program,,PhD in EECS,PhD in EECS,,record_level_placeholder,verified_2026_03_22,Research and verify program for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__estimatedRentMonthly,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,estimatedRentMonthly,Rent,currency,2400,2400,,record_level_placeholder,verified_2026_03_22,Research and verify rent for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__researchExperienceExpectation,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,researchExperienceExpectation,Research Expectation,,Strongly valued; demonstrated via SoP and recommendation letters; strong math/CS background required,Strongly valued; demonstrated via SoP and recommendation letters; strong math/CS background required,,record_level_placeholder,verified_2026_03_22,Research and verify research expectation for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__researchTier,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,researchTier,Research Tier,,R1,R1,,record_level_placeholder,verified_2026_03_22,Research and verify research tier for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__schoolName,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,schoolName,School,,MIT,MIT,,record_level_placeholder,verified_2026_03_22,Research and verify school for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__specialDeadlines,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,specialDeadlines,Special Deadlines,,Letters may be allowed after deadline (check EECS FAQs),Letters may be allowed after deadline (check EECS FAQs),,record_level_placeholder,verified_2026_03_22,Research and verify special deadlines for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__stipendAnnual,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,stipendAnnual,Stipend,currency,56340,56340,,record_level_placeholder,verified_2026_03_22,Research and verify stipend for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__supplementalFeeAmountUsd,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,supplementalFeeAmountUsd,Supplemental Fee,currency,0.0,0.0,,record_level_placeholder,verified_2026_03_22,Research and verify supplemental fee for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__termStart,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,termStart,Term Start,,Fall,Fall,,record_level_placeholder,verified_2026_03_22,Research and verify term start for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__typicalDeadlineMonth,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,typicalDeadlineMonth,Typical Deadline,,Dec,Dec,,record_level_placeholder,verified_2026_03_22,Research and verify typical deadline for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__MIT-EECS-PHD__websiteUrl,grad-programs,Grad Programs & Academic Costs,programs,MIT-EECS-PHD,MIT,websiteUrl,Website,,https://www.eecs.mit.edu/academics/graduate-programs/admission-process/,https://www.eecs.mit.edu/academics/graduate-programs/admission-process/,,record_level_placeholder,verified_2026_03_22,Research and verify website for MIT.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__applicationFeeUsd,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,applicationFeeUsd,Application Fee,currency,200.0,200.0,,record_level_placeholder,verified_2026_03_22,Research and verify application fee for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__degreeType,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,degreeType,Degree,,M+PhD,M+PhD,,record_level_placeholder,verified_2026_03_22,Research and verify degree for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__department,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,department,Department,,Science & Engineering (IGP(C)),Science & Engineering (IGP(C)),,record_level_placeholder,verified_2026_03_22,Research and verify department for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__fundingNote,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,fundingNote,Funding Note,,"MEXT scholarship: JPY 148,000/mo (~$1,000 USD) + tuition waiver; privately funded students pay tuition","MEXT scholarship: JPY 148,000/mo (~$1,000 USD) + tuition waiver; privately funded students pay tuition",,record_level_placeholder,verified_2026_03_22,Research and verify funding note for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__greStatus,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,greStatus,GRE,,Not required,Not required,,record_level_placeholder,verified_2026_03_22,Research and verify gre for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__lorCount,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,lorCount,LOR Count,number,1,1,,record_level_placeholder,verified_2026_03_22,Research and verify lor count for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__lastVerifiedDate,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,lastVerifiedDate,Last Verified,date,2026-03-22,2026-03-22,,record_level_placeholder,verified_2026_03_22,Research and verify last verified for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__locationLabel,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,locationLabel,Location,,"Tokyo, Japan","Tokyo, Japan",,record_level_placeholder,verified_2026_03_22,Research and verify location for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__notes,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,notes,Notes,,Recommendation: only one evaluation sheet with recommendation is accepted.,Recommendation: only one evaluation sheet with recommendation is accepted.,,record_level_placeholder,verified_2026_03_22,Research and verify notes for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__typicalOpenMonth,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,typicalOpenMonth,Opens,,Sep,Sep,,record_level_placeholder,verified_2026_03_22,Research and verify opens for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__programName,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,programName,Program,,M+D Integrated Doctoral Education (IGP(C)),M+D Integrated Doctoral Education (IGP(C)),,record_level_placeholder,verified_2026_03_22,Research and verify program for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__estimatedRentMonthly,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,estimatedRentMonthly,Rent,currency,800,800,,record_level_placeholder,verified_2026_03_22,Research and verify rent for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__researchExperienceExpectation,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,researchExperienceExpectation,Research Expectation,,Supervisor consent letter required before application; research proposal and plan required,Supervisor consent letter required before application; research proposal and plan required,,record_level_placeholder,verified_2026_03_22,Research and verify research expectation for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__researchTier,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,researchTier,Research Tier,,N/A,N/A,,record_level_placeholder,verified_2026_03_22,Research and verify research tier for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__schoolName,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,schoolName,School,,Science Tokyo,Science Tokyo,,record_level_placeholder,verified_2026_03_22,Research and verify school for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__specialDeadlines,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,specialDeadlines,Special Deadlines,,Consent letter submission due before application; supervisor consent required.,Consent letter submission due before application; supervisor consent required.,,record_level_placeholder,verified_2026_03_22,Research and verify special deadlines for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__stipendAnnual,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,stipendAnnual,Stipend,currency,13200,13200,,record_level_placeholder,verified_2026_03_22,Research and verify stipend for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__supplementalFeeAmountUsd,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,supplementalFeeAmountUsd,Supplemental Fee,currency,0.0,0.0,,record_level_placeholder,verified_2026_03_22,Research and verify supplemental fee for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__termStart,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,termStart,Term Start,,Fall,Fall,,record_level_placeholder,verified_2026_03_22,Research and verify term start for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__typicalDeadlineMonth,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,typicalDeadlineMonth,Typical Deadline,,Dec,Dec,,record_level_placeholder,verified_2026_03_22,Research and verify typical deadline for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__IST-IGPC-MD__websiteUrl,grad-programs,Grad Programs & Academic Costs,programs,IST-IGPC-MD,Science Tokyo,websiteUrl,Website,,https://admissions.isct.ac.jp/en/013/graduate/programs/science-and-engineering/igp-c,https://admissions.isct.ac.jp/en/013/graduate/programs/science-and-engineering/igp-c,,record_level_placeholder,verified_2026_03_22,Research and verify website for Science Tokyo.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__applicationFeeUsd,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,applicationFeeUsd,Application Fee,currency,125.0,125.0,,record_level_placeholder,verified_2026_03_22,Research and verify application fee for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__degreeType,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,degreeType,Degree,,PhD,PhD,,record_level_placeholder,verified_2026_03_22,Research and verify degree for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__department,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,department,Department,,Computer Science,Computer Science,,record_level_placeholder,verified_2026_03_22,Research and verify department for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__fundingNote,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,fundingNote,Funding Note,,"Full tuition + stipend (~$2,500-$3,500/mo) via RA/TA/fellowship; all PhD students guaranteed funding","Full tuition + stipend (~$2,500-$3,500/mo) via RA/TA/fellowship; all PhD students guaranteed funding",,record_level_placeholder,verified_2026_03_22,Research and verify funding note for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__greStatus,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,greStatus,GRE,,Waived/Not required,Waived/Not required,,record_level_placeholder,verified_2026_03_22,Research and verify gre for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__lorCount,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,lorCount,LOR Count,number,3,3,,record_level_placeholder,verified_2026_03_22,Research and verify lor count for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__lastVerifiedDate,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,lastVerifiedDate,Last Verified,date,2026-03-22,2026-03-22,,record_level_placeholder,verified_2026_03_22,Research and verify last verified for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__locationLabel,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,locationLabel,Location,,"Stanford, USA","Stanford, USA",,record_level_placeholder,verified_2026_03_22,Research and verify location for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__notes,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,notes,Notes,,,,,record_level_placeholder,verified_2026_03_22,Research and verify notes for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__typicalOpenMonth,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,typicalOpenMonth,Opens,,Sep,Sep,,record_level_placeholder,verified_2026_03_22,Research and verify opens for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__programName,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,programName,Program,,PhD in Computer Science,PhD in Computer Science,,record_level_placeholder,verified_2026_03_22,Research and verify program for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__estimatedRentMonthly,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,estimatedRentMonthly,Rent,currency,2800,2800,,record_level_placeholder,verified_2026_03_22,Research and verify rent for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__researchExperienceExpectation,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,researchExperienceExpectation,Research Expectation,,Strongly valued; holistic review; 1st-yr students rotate 3 labs,Strongly valued; holistic review; 1st-yr students rotate 3 labs,,record_level_placeholder,verified_2026_03_22,Research and verify research expectation for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__researchTier,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,researchTier,Research Tier,,R1,R1,,record_level_placeholder,verified_2026_03_22,Research and verify research tier for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__schoolName,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,schoolName,School,,Stanford,Stanford,,record_level_placeholder,verified_2026_03_22,Research and verify school for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__specialDeadlines,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,specialDeadlines,Special Deadlines,,"Knight-Hennessy (early Oct, if applying)","Knight-Hennessy (early Oct, if applying)",,record_level_placeholder,verified_2026_03_22,Research and verify special deadlines for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__stipendAnnual,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,stipendAnnual,Stipend,currency,57000,57000,,record_level_placeholder,verified_2026_03_22,Research and verify stipend for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__supplementalFeeAmountUsd,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,supplementalFeeAmountUsd,Supplemental Fee,currency,0.0,0.0,,record_level_placeholder,verified_2026_03_22,Research and verify supplemental fee for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__termStart,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,termStart,Term Start,,Fall,Fall,,record_level_placeholder,verified_2026_03_22,Research and verify term start for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__typicalDeadlineMonth,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,typicalDeadlineMonth,Typical Deadline,,Dec,Dec,,record_level_placeholder,verified_2026_03_22,Research and verify typical deadline for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__STAN-CS-PHD__websiteUrl,grad-programs,Grad Programs & Academic Costs,programs,STAN-CS-PHD,Stanford,websiteUrl,Website,,https://www.cs.stanford.edu/admissions/phd-admissions,https://www.cs.stanford.edu/admissions/phd-admissions,,record_level_placeholder,verified_2026_03_22,Research and verify website for Stanford.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__applicationFeeUsd,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,applicationFeeUsd,Application Fee,currency,135.0,135.0,,record_level_placeholder,verified_2026_03_22,Research and verify application fee for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__degreeType,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,degreeType,Degree,,PhD,PhD,,record_level_placeholder,verified_2026_03_22,Research and verify degree for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__department,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,department,Department,,EECS,EECS,,record_level_placeholder,verified_2026_03_22,Research and verify department for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__fundingNote,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,fundingNote,Funding Note,,All PhD admits offered full support (tuition + stipend ~$40k-$48k/yr via GSR/TA/fellowship + health insurance),All PhD admits offered full support (tuition + stipend ~$40k-$48k/yr via GSR/TA/fellowship + health insurance),,record_level_placeholder,verified_2026_03_22,Research and verify funding note for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__greStatus,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,greStatus,GRE,,Not accepted,Not accepted,,record_level_placeholder,verified_2026_03_22,Research and verify gre for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__lorCount,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,lorCount,LOR Count,number,3,3,,record_level_placeholder,verified_2026_03_22,Research and verify lor count for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
